id,topics
Grants623b04f0b34a6bd48ae4c0af,"[(3, 0.5622715), (7, 0.22712399), (19, 0.17461197)]"
Grants623b04f2b34a6bd48ae4c0b0,"[(11, 0.09528001), (16, 0.19205825), (19, 0.6806693)]"
Grants623b04f5b34a6bd48ae4c0b1,"[(11, 0.12550363), (13, 0.27465388), (19, 0.54585737)]"
Grants623b04f7b34a6bd48ae4c0b2,"[(11, 0.08888591), (14, 0.233125), (16, 0.27671355), (19, 0.36980224)]"
Grants623b04fab34a6bd48ae4c0b3,"[(11, 0.10585834), (19, 0.3990429), (20, 0.45754278)]"
Grants623b04fdb34a6bd48ae4c0b4,"[(1, 0.37601933), (11, 0.22290938), (19, 0.36180663)]"
Grants623b0500b34a6bd48ae4c0b5,"[(5, 0.09753998), (11, 0.1433853), (14, 0.24762008), (19, 0.256398), (20, 0.22928959)]"
Grants623b0502b34a6bd48ae4c0b6,"[(0, 0.4519663), (5, 0.05835984), (10, 0.10120378), (19, 0.34946567)]"
Grants623b0508b34a6bd48ae4c0b7,"[(11, 0.13708387), (12, 0.052312575), (14, 0.25424334), (19, 0.34301466), (21, 0.18243065)]"
Grants623b050ab34a6bd48ae4c0b8,"[(1, 0.15639663), (11, 0.54833436), (19, 0.26071855)]"
Grants623b050cb34a6bd48ae4c0b9,"[(3, 0.48013106), (11, 0.22865027), (19, 0.25666845)]"
Grants623b050fb34a6bd48ae4c0ba,"[(9, 0.71552336), (19, 0.253123)]"
Grants623b0511b34a6bd48ae4c0bb,"[(1, 0.23141055), (11, 0.25665325), (19, 0.35010827), (21, 0.12773266)]"
Grants623b0513b34a6bd48ae4c0bc,"[(11, 0.10699612), (19, 0.847546)]"
Grants623b0516b34a6bd48ae4c0bd,"[(2, 0.59398663), (11, 0.11329586), (19, 0.26186854)]"
Grants623b0519b34a6bd48ae4c0be,"[(5, 0.5125797), (9, 0.38808906), (19, 0.05134461)]"
Grants623b051fb34a6bd48ae4c0bf,"[(4, 0.52103025), (14, 0.186006), (19, 0.25973994)]"
Grants623b0521b34a6bd48ae4c0c0,"[(3, 0.222615), (11, 0.09080932), (19, 0.64731544)]"
Grants623b0523b34a6bd48ae4c0c1,"[(9, 0.4135988), (11, 0.18735564), (19, 0.35585442)]"
Grants623b0526b34a6bd48ae4c0c2,"[(11, 0.06875505), (13, 0.53801167), (19, 0.36782807)]"
Grants623b0528b34a6bd48ae4c0c3,"[(4, 0.1391203), (11, 0.18050553), (19, 0.6186778)]"
Grants623b052ab34a6bd48ae4c0c4,"[(0, 0.18532853), (5, 0.25314683), (9, 0.5255366)]"
Grants623b0531b34a6bd48ae4c0c5,"[(3, 0.6742135), (11, 0.05911216), (19, 0.24127042)]"
Grants623b0533b34a6bd48ae4c0c6,"[(2, 0.42181504), (11, 0.16612607), (19, 0.3812119)]"
Grants623b0535b34a6bd48ae4c0c7,"[(4, 0.57603395), (11, 0.046671785), (19, 0.34850353)]"
Grants623b053bb34a6bd48ae4c0c8,"[(2, 0.60921293), (11, 0.050423656), (14, 0.0995214), (19, 0.21677478)]"
Grants623b053db34a6bd48ae4c0c9,"[(9, 0.77682966), (19, 0.19475394)]"
Grants623b0540b34a6bd48ae4c0ca,"[(7, 0.6404308), (19, 0.32003856)]"
Grants623b0542b34a6bd48ae4c0cb,"[(9, 0.19075115), (11, 0.4269075), (19, 0.33685037)]"
Grants623b0544b34a6bd48ae4c0cc,"[(6, 0.13673893), (8, 0.14534575), (11, 0.08057208), (19, 0.25151554), (20, 0.3616772)]"
Grants623b0547b34a6bd48ae4c0cd,"[(7, 0.672151), (19, 0.291481)]"
Grants623b0549b34a6bd48ae4c0ce,"[(8, 0.20339769), (10, 0.26980534), (13, 0.043485973), (15, 0.114552215), (17, 0.11052144), (19, 0.22912133)]"
Grants623b054bb34a6bd48ae4c0cf,"[(5, 0.12652831), (11, 0.3968934), (19, 0.44778427)]"
Grants623b054eb34a6bd48ae4c0d0,"[(5, 0.12652323), (11, 0.3968972), (19, 0.44778556)]"
Grants623b0550b34a6bd48ae4c0d1,"[(9, 0.34446326), (11, 0.107880205), (19, 0.3086848), (20, 0.19805332)]"
Grants623b0552b34a6bd48ae4c0d2,"[(2, 0.38438156), (14, 0.4986185), (19, 0.06300792)]"
Grants623b0555b34a6bd48ae4c0d3,"[(11, 0.6981252), (19, 0.27052283)]"
Grants623b0557b34a6bd48ae4c0d4,"[(9, 0.7207734), (21, 0.2033884)]"
Grants623b0559b34a6bd48ae4c0d5,"[(2, 0.81551), (19, 0.1018241)]"
Grants623b055eb34a6bd48ae4c0d6,"[(9, 0.16659415), (11, 0.11352998), (19, 0.20544976), (21, 0.4879837)]"
Grants623b0560b34a6bd48ae4c0d7,"[(3, 0.64910066), (11, 0.05123569), (16, 0.071878985), (19, 0.20371574)]"
Grants623b0562b34a6bd48ae4c0d8,"[(11, 0.048711512), (13, 0.4334006), (19, 0.4256958), (21, 0.06491299)]"
Grants623b0565b34a6bd48ae4c0d9,"[(11, 0.08087595), (15, 0.3147148), (19, 0.4314181), (20, 0.14151426)]"
Grants623b0567b34a6bd48ae4c0da,"[(11, 0.12129294), (18, 0.2125981), (19, 0.63524634)]"
Grants623b0569b34a6bd48ae4c0db,"[(3, 0.26613075), (11, 0.10307588), (13, 0.39477384), (19, 0.20962065)]"
Grants623b056cb34a6bd48ae4c0dc,"[(3, 0.064500615), (6, 0.16447164), (9, 0.5075541), (10, 0.07868403), (19, 0.1620587)]"
Grants623b056fb34a6bd48ae4c0dd,"[(10, 0.092967294), (19, 0.277618), (20, 0.5974242)]"
Grants623b0571b34a6bd48ae4c0de,"[(3, 0.2524621), (4, 0.1602792), (11, 0.18036546), (19, 0.36376178)]"
Grants623b0574b34a6bd48ae4c0df,"[(4, 0.54876167), (11, 0.19306025), (19, 0.23031357)]"
Grants623b0576b34a6bd48ae4c0e0,"[(11, 0.35864863), (13, 0.34263176), (19, 0.2667251)]"
Grants623b0579b34a6bd48ae4c0e1,"[(2, 0.3718008), (11, 0.07885441), (14, 0.29234952), (19, 0.22668675)]"
Grants623b057bb34a6bd48ae4c0e2,"[(1, 0.16794258), (11, 0.5389089), (19, 0.25859734)]"
Grants623b057db34a6bd48ae4c0e3,"[(0, 0.066190146), (9, 0.4898651), (11, 0.110418215), (19, 0.29942545)]"
Grants623b0580b34a6bd48ae4c0e4,"[(5, 0.16336405), (7, 0.08106455), (8, 0.18474184), (17, 0.507863)]"
Grants623b0582b34a6bd48ae4c0e5,"[(9, 0.7204532), (19, 0.24457379)]"
Grants623b0585b34a6bd48ae4c0e6,"[(4, 0.43479246), (10, 0.15191099), (19, 0.37216187)]"
Grants623b0587b34a6bd48ae4c0e7,"[(4, 0.43150923), (10, 0.14594388), (19, 0.3814122)]"
Grants623b058ab34a6bd48ae4c0e8,"[(11, 0.10358558), (13, 0.37774953), (19, 0.48781526)]"
Grants623b058cb34a6bd48ae4c0e9,"[(4, 0.43887806), (9, 0.18261606), (11, 0.11262353), (19, 0.24180962)]"
Grants623b0591b34a6bd48ae4c0ea,"[(8, 0.49656358), (9, 0.050040085), (11, 0.083278306), (19, 0.3360116)]"
Grants623b0594b34a6bd48ae4c0eb,"[(11, 0.10378451), (12, 0.1047714), (15, 0.19403231), (19, 0.5726157)]"
Grants623b0596b34a6bd48ae4c0ec,"[(2, 0.9169332), (19, 0.04518254)]"
Grants623b0598b34a6bd48ae4c0ed,"[(4, 0.30140555), (11, 0.4082817), (19, 0.25576207)]"
Grants623b059bb34a6bd48ae4c0ee,"[(1, 0.37200436), (6, 0.100577295), (11, 0.051711764), (19, 0.44161087)]"
Grants623b059db34a6bd48ae4c0ef,"[(4, 0.47187006), (6, 0.037735127), (11, 0.114608884), (19, 0.3326965)]"
Grants623b05a1b34a6bd48ae4c0f0,"[(11, 0.036635276), (19, 0.3185867), (20, 0.6127883)]"
Grants623b05a5b34a6bd48ae4c0f1,"[(11, 0.069293424), (13, 0.15034498), (14, 0.18489102), (18, 0.24334902), (19, 0.33003688)]"
Grants623b05a7b34a6bd48ae4c0f2,"[(11, 0.0670931), (13, 0.15041065), (14, 0.18726532), (18, 0.24841431), (19, 0.32534567)]"
Grants623b05a9b34a6bd48ae4c0f3,"[(4, 0.4150416), (11, 0.16306405), (19, 0.3873441)]"
Grants623b05acb34a6bd48ae4c0f4,"[(4, 0.1627008), (9, 0.26925793), (11, 0.17730859), (19, 0.3604255)]"
Grants623b05aeb34a6bd48ae4c0f5,"[(11, 0.08753836), (13, 0.24365613), (19, 0.63281196)]"
Grants623b05b1b34a6bd48ae4c0f6,"[(2, 0.20908324), (11, 0.08060539), (19, 0.67945236)]"
Grants623b05b6b34a6bd48ae4c0f7,"[(2, 0.84687793), (11, 0.056467302), (16, 0.053456873)]"
Grants623b05b8b34a6bd48ae4c0f8,"[(9, 0.5525809), (11, 0.12240408), (19, 0.2904619)]"
Grants623b05bcb34a6bd48ae4c0f9,"[(9, 0.72543806), (19, 0.2408868)]"
Grants623b05beb34a6bd48ae4c0fa,"[(9, 0.3671305), (11, 0.10310946), (13, 0.18229182), (19, 0.31188828)]"
Grants623b05c0b34a6bd48ae4c0fb,"[(1, 0.20219302), (9, 0.26298952), (11, 0.14496818), (19, 0.35953593)]"
Grants623b05c3b34a6bd48ae4c0fc,"[(11, 0.06633183), (14, 0.104242586), (19, 0.18187265), (20, 0.547329), (21, 0.07814094)]"
Grants623b05c5b34a6bd48ae4c0fd,"[(8, 0.099886835), (11, 0.14228879), (16, 0.28222713), (19, 0.43662933)]"
Grants623b05c8b34a6bd48ae4c0fe,"[(5, 0.1827441), (9, 0.23705152), (11, 0.15140846), (19, 0.38333496)]"
Grants623b05cbb34a6bd48ae4c0ff,"[(5, 0.6575021), (11, 0.08164488), (19, 0.22630215)]"
Grants623b05ceb34a6bd48ae4c100,"[(6, 0.22787844), (12, 0.37591487), (19, 0.36298418)]"
Grants623b05d2b34a6bd48ae4c101,"[(11, 0.047059182), (18, 0.6050093), (19, 0.31037652)]"
Grants623b05d6b34a6bd48ae4c102,"[(1, 0.32843655), (10, 0.11930552), (13, 0.1778554), (19, 0.34030443)]"
Grants623b05d8b34a6bd48ae4c103,"[(0, 0.03916039), (11, 0.08005131), (14, 0.5595524), (19, 0.29483068)]"
Grants623b05dab34a6bd48ae4c104,"[(9, 0.08596696), (11, 0.1263223), (19, 0.41683972), (20, 0.3318512)]"
Grants623b05ddb34a6bd48ae4c105,"[(8, 0.29552564), (11, 0.09497551), (19, 0.5683687)]"
Grants623b05dfb34a6bd48ae4c106,"[(8, 0.27462164), (11, 0.19007194), (19, 0.50445706)]"
Grants623b05e2b34a6bd48ae4c107,"[(5, 0.51206744), (11, 0.112570755), (19, 0.33423036)]"
Grants623b05e4b34a6bd48ae4c108,"[(9, 0.64879274), (11, 0.3033452)]"
Grants623b05e7b34a6bd48ae4c109,"[(8, 0.09842516), (9, 0.67112416), (19, 0.20258294)]"
Grants623b05e9b34a6bd48ae4c10a,"[(11, 0.12918152), (18, 0.37038428), (19, 0.46116924)]"
Grants623b05ecb34a6bd48ae4c10b,"[(9, 0.7558796), (19, 0.21276742)]"
Grants623b05eeb34a6bd48ae4c10c,"[(11, 0.082440466), (14, 0.48849526), (19, 0.39451072)]"
Grants623b05f1b34a6bd48ae4c10d,"[(4, 0.4660623), (11, 0.11643593), (19, 0.3666934)]"
Grants623b05f3b34a6bd48ae4c10e,"[(4, 0.466022), (11, 0.11645455), (19, 0.36671507)]"
Grants623b05f5b34a6bd48ae4c10f,"[(3, 0.33525282), (11, 0.1101979), (19, 0.51528996)]"
Grants623b05fab34a6bd48ae4c110,"[(12, 0.37668678), (19, 0.5854323)]"
Grants623b05fcb34a6bd48ae4c111,"[(11, 0.0744459), (19, 0.8606125)]"
Grants623b05ffb34a6bd48ae4c112,"[(9, 0.57219183), (11, 0.11447813), (19, 0.28247854)]"
Grants623b0601b34a6bd48ae4c113,"[(1, 0.10823996), (7, 0.3730554), (19, 0.48988637)]"
Grants623b0603b34a6bd48ae4c114,"[(4, 0.25271982), (11, 0.10963788), (19, 0.33566558), (20, 0.15091148), (21, 0.114260554)]"
Grants623b0606b34a6bd48ae4c115,"[(4, 0.14291938), (11, 0.18219939), (19, 0.62088287)]"
Grants623b0609b34a6bd48ae4c116,"[(2, 0.20405793), (9, 0.32447973), (11, 0.11581398), (19, 0.32534197)]"
Grants623b060bb34a6bd48ae4c117,"[(3, 0.075030506), (8, 0.27349457), (11, 0.1345038), (19, 0.46240297)]"
Grants623b060eb34a6bd48ae4c118,"[(0, 0.4757963), (11, 0.16412397), (19, 0.32808888)]"
Grants623b0610b34a6bd48ae4c119,"[(0, 0.4437815), (3, 0.20202231), (19, 0.31664237)]"
Grants623b0613b34a6bd48ae4c11a,"[(2, 0.47850046), (11, 0.13559005), (19, 0.35612583)]"
Grants623b0616b34a6bd48ae4c11b,"[(3, 0.49048412), (11, 0.15332101), (19, 0.33151668)]"
Grants623b0619b34a6bd48ae4c11c,"[(4, 0.5765547), (11, 0.13520285), (19, 0.25845712)]"
Grants623b061bb34a6bd48ae4c11d,"[(5, 0.5728905), (9, 0.1773333), (14, 0.16896302), (17, 0.04184847)]"
Grants623b061db34a6bd48ae4c11e,"[(5, 0.4819999), (11, 0.0885416), (17, 0.17969929), (19, 0.21566333)]"
Grants623b0620b34a6bd48ae4c11f,"[(11, 0.09774879), (14, 0.15466239), (19, 0.7235941)]"
Grants623b0622b34a6bd48ae4c120,"[(11, 0.3175214), (19, 0.6125378)]"
Grants623b0624b34a6bd48ae4c121,"[(5, 0.48903203), (9, 0.16493554), (10, 0.10843727), (19, 0.20937832)]"
Grants623b0628b34a6bd48ae4c122,"[(9, 0.6899977), (10, 0.070404015), (19, 0.21260637)]"
Grants623b062ab34a6bd48ae4c123,"[(10, 0.090119615), (12, 0.21012828), (13, 0.22237837), (16, 0.12029133), (19, 0.31843296)]"
Grants623b062cb34a6bd48ae4c124,"[(11, 0.10606009), (17, 0.4258892), (19, 0.420063)]"
Grants623b062fb34a6bd48ae4c125,"[(9, 0.94033235)]"
Grants623b0631b34a6bd48ae4c126,"[(9, 0.56706405), (11, 0.113136224), (19, 0.28524783)]"
Grants623b0634b34a6bd48ae4c127,"[(1, 0.18204272), (12, 0.35875735), (19, 0.17708398), (21, 0.24653251)]"
Grants623b0636b34a6bd48ae4c128,"[(0, 0.50620914), (11, 0.047112122), (14, 0.17052384), (19, 0.20566456), (21, 0.03956424)]"
Grants623b0639b34a6bd48ae4c129,"[(6, 0.22265163), (9, 0.36999658), (10, 0.086083025), (19, 0.2948705)]"
Grants623b063cb34a6bd48ae4c12a,"[(10, 0.10419839), (12, 0.04124655), (18, 0.57256556), (19, 0.24924427)]"
Grants623b063fb34a6bd48ae4c12b,"[(7, 0.2551893), (11, 0.07936188), (13, 0.31132385), (19, 0.32264817)]"
Grants623b0641b34a6bd48ae4c12c,"[(7, 0.28940398), (9, 0.41284904), (19, 0.26451808)]"
Grants623b0644b34a6bd48ae4c12d,"[(9, 0.6777141), (10, 0.09135884), (19, 0.20212851)]"
Grants623b0647b34a6bd48ae4c12e,"[(2, 0.2454949), (11, 0.4296596), (19, 0.28728947)]"
Grants623b0649b34a6bd48ae4c12f,"[(2, 0.67475903), (11, 0.09953267), (19, 0.19784583)]"
Grants623b0652b34a6bd48ae4c130,"[(11, 0.048878588), (13, 0.44896972), (19, 0.47015944)]"
Grants623b0654b34a6bd48ae4c131,"[(10, 0.53768736), (11, 0.065305), (19, 0.3672233)]"
Grants623b0656b34a6bd48ae4c132,"[(9, 0.0836731), (11, 0.32288685), (12, 0.1694214), (19, 0.37587118)]"
Grants623b065eb34a6bd48ae4c133,"[(0, 0.6454436), (11, 0.106802784), (19, 0.21690021)]"
Grants623b0660b34a6bd48ae4c134,"[(5, 0.13061565), (9, 0.3895516), (11, 0.15884964), (19, 0.28688774)]"
Grants623b0663b34a6bd48ae4c135,"[(4, 0.10867664), (11, 0.117351286), (16, 0.3135134), (19, 0.4214704)]"
Grants623b0667b34a6bd48ae4c136,"[(9, 0.45805436), (11, 0.079873644), (13, 0.22554603), (19, 0.20730016)]"
Grants623b066ab34a6bd48ae4c137,"[(5, 0.41626307), (11, 0.29523695), (19, 0.25094315)]"
Grants623b066db34a6bd48ae4c138,"[(3, 0.6724032), (11, 0.0602743), (14, 0.072887324), (19, 0.17036721)]"
Grants623b066fb34a6bd48ae4c139,"[(1, 0.1850125), (10, 0.38359076), (19, 0.39026782)]"
Grants623b0673b34a6bd48ae4c13a,"[(2, 0.5348334), (11, 0.12990598), (19, 0.31126842)]"
Grants623b0676b34a6bd48ae4c13b,"[(11, 0.71119976), (19, 0.2666248)]"
Grants623b0678b34a6bd48ae4c13c,"[(9, 0.21010102), (11, 0.303164), (14, 0.19761531), (19, 0.26184198)]"
Grants623b067ab34a6bd48ae4c13d,"[(3, 0.52982926), (11, 0.14219533), (19, 0.30463105)]"
Grants623b067db34a6bd48ae4c13e,"[(4, 0.40557608), (11, 0.114360884), (19, 0.3788717), (20, 0.058119405)]"
Grants623b067fb34a6bd48ae4c13f,"[(0, 0.5032825), (7, 0.14369725), (11, 0.07575271), (19, 0.25169444)]"
Grants623b0682b34a6bd48ae4c140,"[(8, 0.6405536), (11, 0.11040012), (19, 0.21819654)]"
Grants623b0684b34a6bd48ae4c141,"[(0, 0.50472856), (10, 0.09829679), (19, 0.35583988)]"
Grants623b0687b34a6bd48ae4c142,"[(8, 0.4295629), (9, 0.057669662), (11, 0.11495802), (19, 0.3568822)]"
Grants623b068ab34a6bd48ae4c143,"[(5, 0.37470958), (9, 0.27723417), (19, 0.31350675)]"
Grants623b068cb34a6bd48ae4c144,"[(11, 0.060080335), (19, 0.9139446)]"
Grants623b068eb34a6bd48ae4c145,"[(11, 0.06986249), (19, 0.89983314)]"
Grants623b0691b34a6bd48ae4c146,"[(4, 0.5306355), (11, 0.08706091), (19, 0.35895845)]"
Grants623b0693b34a6bd48ae4c147,"[(3, 0.3427862), (11, 0.25639105), (19, 0.36997557)]"
Grants623b0696b34a6bd48ae4c148,"[(4, 0.6860648), (11, 0.16531576), (19, 0.11662588)]"
Grants623b0699b34a6bd48ae4c149,"[(5, 0.5589497), (11, 0.16626564), (19, 0.25079256)]"
Grants623b069cb34a6bd48ae4c14a,"[(2, 0.5124103), (11, 0.13449775), (19, 0.3297485)]"
Grants623b069eb34a6bd48ae4c14b,"[(6, 0.196017), (11, 0.052921504), (14, 0.22896448), (19, 0.49388188)]"
Grants623b06a2b34a6bd48ae4c14c,"[(11, 0.12249794), (19, 0.38385832), (20, 0.2409435), (21, 0.20962925)]"
Grants623b06a4b34a6bd48ae4c14d,"[(4, 0.121911235), (11, 0.10729822), (19, 0.31922352), (20, 0.29803368), (21, 0.118354864)]"
Grants623b06a6b34a6bd48ae4c14e,"[(3, 0.34225073), (9, 0.25911897), (11, 0.11337069), (19, 0.25378123)]"
Grants623b06a9b34a6bd48ae4c14f,"[(10, 0.17681627), (17, 0.260922), (19, 0.5334693)]"
Grants623b06abb34a6bd48ae4c150,"[(10, 0.23553306), (17, 0.40736258), (19, 0.3262587)]"
Grants623b06adb34a6bd48ae4c151,"[(11, 0.10138397), (14, 0.2145096), (17, 0.16494559), (19, 0.28513852), (21, 0.2042938)]"
Grants623b06b0b34a6bd48ae4c152,"[(11, 0.23633963), (13, 0.21021503), (19, 0.49173385)]"
Grants623b06b2b34a6bd48ae4c153,"[(4, 0.24859247), (11, 0.059713505), (14, 0.17604503), (19, 0.20387697), (20, 0.21855862), (21, 0.07242615)]"
Grants623b06b5b34a6bd48ae4c154,"[(2, 0.7128715), (11, 0.08344317), (19, 0.17827918)]"
Grants623b06b7b34a6bd48ae4c155,"[(6, 0.2867574), (11, 0.13839673), (19, 0.5316588)]"
Grants623b06bab34a6bd48ae4c156,"[(17, 0.7254751), (19, 0.23955263)]"
Grants623b06bdb34a6bd48ae4c157,"[(0, 0.06444845), (8, 0.14018217), (11, 0.041056406), (13, 0.34250903), (19, 0.3897144)]"
Grants623b06bfb34a6bd48ae4c158,"[(3, 0.16760825), (6, 0.21586359), (9, 0.29091272), (11, 0.08650235), (19, 0.21151122)]"
Grants623b06c2b34a6bd48ae4c159,"[(5, 0.081129804), (9, 0.11233997), (11, 0.099967785), (13, 0.40489912), (19, 0.27193978)]"
Grants623b06c4b34a6bd48ae4c15a,"[(5, 0.31938234), (11, 0.1947575), (19, 0.45386842)]"
Grants623b06c6b34a6bd48ae4c15b,"[(11, 0.2249044), (19, 0.6993219)]"
Grants623b06c9b34a6bd48ae4c15c,"[(2, 0.27250126), (9, 0.3743974), (11, 0.064192645), (16, 0.04258823), (19, 0.22138885)]"
Grants623b06cbb34a6bd48ae4c15d,"[(3, 0.43443492), (11, 0.067830116), (12, 0.08490891), (19, 0.38725543)]"
Grants623b06cfb34a6bd48ae4c15e,"[(3, 0.46573117), (11, 0.0684613), (12, 0.08466739), (19, 0.35556972)]"
Grants623b06d3b34a6bd48ae4c15f,"[(11, 0.07673221), (19, 0.4004144), (20, 0.49086034)]"
Grants623b06d5b34a6bd48ae4c160,"[(1, 0.14637142), (11, 0.07081612), (19, 0.26610994), (21, 0.49262327)]"
Grants623b06d8b34a6bd48ae4c161,"[(11, 0.67295665), (19, 0.28571478)]"
Grants623b06dab34a6bd48ae4c162,"[(6, 0.14296113), (12, 0.3801549), (19, 0.43761602)]"
Grants623b06e0b34a6bd48ae4c163,"[(2, 0.6666294), (11, 0.069779456), (19, 0.20261791), (21, 0.035391822)]"
Grants623b06e2b34a6bd48ae4c164,"[(11, 0.13203843), (13, 0.57631314), (19, 0.25409305)]"
Grants623b06e5b34a6bd48ae4c165,"[(0, 0.13473646), (6, 0.20721754), (11, 0.10351132), (13, 0.26526585), (19, 0.2570617)]"
Grants623b06e7b34a6bd48ae4c166,"[(11, 0.61029464), (19, 0.34837675)]"
Grants623b06eab34a6bd48ae4c167,"[(9, 0.39548263), (11, 0.3113514), (19, 0.2586162)]"
Grants623b06ecb34a6bd48ae4c168,"[(10, 0.070895605), (11, 0.4785433), (19, 0.4145726)]"
Grants623b06efb34a6bd48ae4c169,"[(0, 0.29388574), (7, 0.07159892), (10, 0.06818908), (21, 0.5291203)]"
Grants623b06f2b34a6bd48ae4c16a,"[(0, 0.45197883), (5, 0.058359683), (10, 0.10118434), (19, 0.3494727)]"
Grants623b06f4b34a6bd48ae4c16b,"[(2, 0.055451516), (10, 0.15959518), (19, 0.36304808), (20, 0.38097996)]"
Grants623b06f9b34a6bd48ae4c16c,"[(11, 0.51426524), (19, 0.4378823)]"
Grants623b06fcb34a6bd48ae4c16d,"[(0, 0.32264298), (9, 0.107593946), (11, 0.08929236), (19, 0.2672543), (20, 0.18349126)]"
Grants623b06feb34a6bd48ae4c16e,"[(3, 0.5014651), (11, 0.08343023), (19, 0.38631445)]"
Grants623b0705b34a6bd48ae4c16f,"[(3, 0.4680846), (11, 0.08282636), (19, 0.4202985)]"
Grants623b0707b34a6bd48ae4c170,"[(6, 0.19483241), (10, 0.38251948), (16, 0.07383931), (19, 0.31471038)]"
Grants623b070bb34a6bd48ae4c171,"[(0, 0.19022515), (6, 0.11759959), (10, 0.30627796), (19, 0.36251938)]"
Grants623b070eb34a6bd48ae4c172,"[(9, 0.25448287), (11, 0.10210513), (13, 0.3016114), (19, 0.31032687)]"
Grants623b0710b34a6bd48ae4c173,"[(5, 0.22707564), (7, 0.3747514), (19, 0.36617547)]"
Grants623b0712b34a6bd48ae4c174,"[(4, 0.43016896), (6, 0.18975239), (11, 0.07531607), (19, 0.28138316)]"
Grants623b0715b34a6bd48ae4c175,"[(0, 0.28209773), (10, 0.11848614), (11, 0.2924746), (19, 0.27284655)]"
Grants623b0717b34a6bd48ae4c176,"[(5, 0.24584451), (10, 0.13198352), (19, 0.5923879)]"
Grants623b071ab34a6bd48ae4c177,"[(6, 0.37492424), (10, 0.11947871), (19, 0.47237843)]"
Grants623b071db34a6bd48ae4c178,"[(1, 0.052041657), (9, 0.28566903), (11, 0.08734792), (14, 0.15052667), (19, 0.29224977), (21, 0.101846844)]"
Grants623b0720b34a6bd48ae4c179,"[(17, 0.6416318), (19, 0.31703532)]"
Grants623b0723b34a6bd48ae4c17a,"[(1, 0.23741397), (3, 0.21153837), (11, 0.08346511), (19, 0.4393666)]"
Grants623b0725b34a6bd48ae4c17b,"[(3, 0.28737643), (11, 0.2230933), (19, 0.45631042)]"
Grants623b0728b34a6bd48ae4c17c,"[(3, 0.41157028), (11, 0.090434186), (19, 0.46714893)]"
Grants623b072ab34a6bd48ae4c17d,"[(1, 0.33482054), (11, 0.107556276), (14, 0.11746875), (19, 0.40118915)]"
Grants623b072db34a6bd48ae4c17e,"[(11, 0.13579379), (13, 0.23973086), (14, 0.19092114), (19, 0.39635995)]"
Grants623b072fb34a6bd48ae4c17f,"[(2, 0.47832805), (11, 0.15295346), (19, 0.3399278)]"
Grants623b0738b34a6bd48ae4c180,"[(1, 0.08068998), (5, 0.06604222), (6, 0.30329293), (11, 0.073879965), (19, 0.44944707)]"
Grants623b073ab34a6bd48ae4c181,"[(0, 0.16243775), (7, 0.10842212), (11, 0.16445412), (19, 0.53195465)]"
Grants623b073db34a6bd48ae4c182,"[(11, 0.09414969), (13, 0.2671065), (18, 0.33696875), (19, 0.27254617)]"
Grants623b0741b34a6bd48ae4c183,"[(11, 0.14136837), (19, 0.44693768), (20, 0.3637015)]"
Grants623b0744b34a6bd48ae4c184,"[(10, 0.48126107), (12, 0.08094998), (19, 0.4017884)]"
Grants623b0746b34a6bd48ae4c185,"[(11, 0.46036863), (19, 0.29462296), (20, 0.20387614)]"
Grants623b0748b34a6bd48ae4c186,"[(17, 0.71213084), (19, 0.2514989)]"
Grants623b074bb34a6bd48ae4c187,"[(3, 0.17109041), (11, 0.18311955), (19, 0.600328)]"
Grants623b074db34a6bd48ae4c188,"[(5, 0.47020927), (11, 0.1351706), (19, 0.35706502)]"
Grants623b0750b34a6bd48ae4c189,"[(0, 0.25215232), (7, 0.25284883), (10, 0.112255625), (19, 0.34377477)]"
Grants623b0753b34a6bd48ae4c18a,"[(11, 0.6542929), (19, 0.30437824)]"
Grants623b0756b34a6bd48ae4c18b,"[(10, 0.1651476), (18, 0.17046614), (19, 0.3352315), (20, 0.2901807)]"
Grants623b075bb34a6bd48ae4c18c,"[(3, 0.09073873), (11, 0.32280007), (19, 0.5200182)]"
Grants623b075eb34a6bd48ae4c18d,"[(5, 0.09836668), (8, 0.43449077), (10, 0.2204086), (19, 0.21750632)]"
Grants623b0762b34a6bd48ae4c18e,"[(2, 0.573691), (11, 0.09617283), (19, 0.3022692)]"
Grants623b0768b34a6bd48ae4c18f,"[(5, 0.3490136), (9, 0.31429815), (10, 0.08495006), (19, 0.2214286)]"
Grants623b076ab34a6bd48ae4c190,"[(9, 0.59994996), (11, 0.129255), (19, 0.24100727)]"
Grants623b076cb34a6bd48ae4c191,"[(9, 0.14531757), (11, 0.44867027), (19, 0.36487988)]"
Grants623b0770b34a6bd48ae4c192,"[(11, 0.11031865), (13, 0.26292485), (19, 0.58562726)]"
Grants623b0772b34a6bd48ae4c193,"[(11, 0.35140815), (19, 0.27683365), (20, 0.3324942)]"
Grants623b0778b34a6bd48ae4c194,"[(11, 0.12544796), (14, 0.39243537), (19, 0.431309)]"
Grants623b077ab34a6bd48ae4c195,"[(11, 0.09572474), (18, 0.4314595), (19, 0.4430302)]"
Grants623b077db34a6bd48ae4c196,"[(3, 0.51216227), (11, 0.085400485), (19, 0.37457544)]"
Grants623b077fb34a6bd48ae4c197,"[(1, 0.17041636), (3, 0.37356824), (11, 0.07844771), (19, 0.35199696)]"
